SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/24/09,Between 8th St & HWY 24,5962,13,513954,4297859,,,513954,4297861,Arkansas,180,19,AR0386,NULL,25722,No gear/effort,"Downstream subreach, drainage area 119 sq. miles, 14 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,31883,BEAR SPRINGS ARROYO,9/28/09,SE Random site #46,4955,13S,592491,4165668,Exclude,Dry,592491,4165668,Arkansas,NULL,NULL,AR2927,Random,24133,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,31972,ANDERSON ARROYO,9/28/09,SE Random site #40,4400,13S,625014,4188880,Exclude,Dry,625014,4188880,Arkansas,NULL,NULL,AR2921,Random,24638,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,30748,SAN FRANCISCO CREEK,9/28/09,N CO RD 12 and W of Barell (SER #26),5934,13S,561875,4107509,,,561874,4107502,Arkansas,250,8.75,AR2943,Random,25178,No gear/effort NO FISH,"No fish were found at the site. An LR24 backpack electroshocker (30 Hz, 12% duty cycle, 150 V) was used on the first pass (443 sec). A 6 ft x 8 ft x 1/8 inch mesh straight seine was used on the second pass (1 haul). ",NO
NULL,THREE-PASS REMOVAL,31461,PURGATOIRE R #1,9/29/09,Comanche National Grasslands N of dinosaur track SER #56,4312,13S,627054,4168593,,,627050,4168593,Arkansas,500,21,AR2942,Random,26363,"1st pass BPEF (status=1), 2nd & 3rd pass via 7 seine hauls each pass (Status=2 & 3)","Two LR-24 backpack electroshockers (30 Hz, 12% duty cycle, 165 V) were used on the first pass (1893 and 2178 sec). A 6 ft x 20 ft x 1/8 inch mesh bag seine was used for the second and third passes (7 hauls each pass).",NO
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,10/1/09,100 Yds BLW Banta Gulch Trib,6084,13,498743,4269244,,,498743,4269244,Arkansas,500,19,AR0788,NULL,24126,No gear/effort,Post-habitat improvement (experimental) station. October 2006 habitat improvement project included work in this reach. Two backpack shockers,NO
NULL,CPUE,28966,ARKANSAS R #2A,10/1/09,In John Martin Reservoir SER #51,3852,13S,672630,4215639,Exclude,Narrative says it wasn't surveyed.,672630,4215639,Arkansas,NULL,NULL,AR2938,Random,24142,"Changed watercode from 79524 (John Martin Res) to 28966; No Station Length, No Station Width, No gear/effort NO FISH",This site was not surveyed because it was in the middle of John Martin Reservoir.,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,10/1/09,Unnamed Creek - SER #25,5557,13S,529158,4279756,Exclude,Dry,529127,4279704,Arkansas,NULL,NULL,AR2948,Random,25339,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,TWO-PASS REMOVAL,28966,ARKANSAS R #2A,10/6/09,West of John Martin Reservoir SER #59,3853,13S,668407,4217788,,,668422,4217766,Arkansas,500,46.5,AR2920,Random,24410,"Pass 1 via BPEF, pass 2 via seine (2 hauls)","The actual point was 1297 ft away from the site sampled. A 225 degree bearing was walked straight to the river's edge. Two LR-24 backpack shockers were used on the first pass (30 Hz, 12% duty cycle, 60V) for 711 and 871 seconds. A 6 x 20 x 1/8 inch mesh sized bag seine was used on the second pass (2 hauls). ",NO
NULL,NULL,28966,ARKANSAS R #2A,10/7/09,1.1 KM BLW HWY 50 Bridge (SE Random #45),3881,13,657256,4216400,,,657256,4216400,Arkansas,500,96.75,AR2535,Random,25940,parse electro efforts; Changed to Station AR2535 from AR2922,"Two LR-24 backpack electroshockers (30 Hz, 12% duty cycle, 105 V) were used for the first (1949 and 2575 sec), third (1456 and 1869 sec), and fourth (1204 and 1922 sec) passes. A 6 ft x 20 ft x 1/8 inch mesh seine was used on the second pass (5 hauls).",NO
NULL,THREE-PASS REMOVAL,28971,ARKANSAS R #3B,10/8/09,Between I-25 & RR Bridge Outlet Grate & Low Head Spillway (NER #3),4644,13,534171,4234253,,,534171,4234253,Arkansas,500,111.25,AR2536,Random,25359,"Pass 1 & 3 via BTEF, Pass 2 via bag seine; Deleted dupe station AR2923 & moved associated surveys to AR2536","A barge electroshocker (barge, VVP, generator, 30 Hz, 40% pulsed DC, 180 V) with three electrodes was used for the first (5100 seconds/electrode) and third passes (2520 seconds/electrode). A 1/8 in mesh bag seine was used on the second pass. Did not complete a third pass with the barge due to rain. Did not complete a third pass with the barge due to rain. Wind was listed as light to moderate but moderate was used.",NO
NULL,TWO-PASS REMOVAL,29551,CRAMER CREEK,10/13/09,1.2 KM BLW CO RD 9,4970,13,596269,4267602,,,596269,4267602,Arkansas,500,22.75,AR2546,NULL,25039,"1st pass via LR24 BPEF, 2nd pass via seining (7 hauls)","This is a new site, not a random site. SE record #1152. An LR24 backpack electroshocker was used on the first pass (30 Hz, 12% duty cycle, 130 V) for 1849 seconds. A 15 ft x 6 ft x 1/8 in mesh seine was used on the second pass (7 hauls). Reed vegetation was only sampled via electrofishing because a seine could not be sued in the thick vegetation. This is a new site, not a random site. SE record #1152. Reed vegetation was only sampled via electrofishing because a seine could not be sued in the thick vegetation.",NO
NULL,THREE-PASS REMOVAL,30051,"HORSE CR, LIT, STEELS FK",10/14/09,Brett Gray Ranch SER #52,5300,13S,594641,4288182,,,594637,4288181,Arkansas,150,7.5,AR2945,Random,25482,"1 BPEF used pass 1 & 3, 3 seine hauls for pass 2; parse electro efforts","One LR24 backpack electroshocker was used on the first pass (30 Hz, 12% duty cycle, 130 V) for 1133 seconds. A 6 ft x 15 ft x 1/8 in mesh straight seine as used on the second pass (3 hauls). One LR24 backpack electroshocker was used on the third pass (30 Hz, 12% duty cycle, 130 V) for 1024 seconds. ",NO
NULL,THREE-PASS REMOVAL,33427,ADOBE CREEK,10/19/09,NE corner of Ptolemy property (SER #29),4260,13S,644657,4250326,,,644656,4250325,Arkansas,420,23.38,AR2919,Random,24004,"Pass 1 & 3 via EF, Pass 2 via seine; parse electro efforts","The total station length was 420 ft, but only 237 ft of the station had water. One LR-24 backpack electroshocker was used on the first pass (60 Hz and 15% duty cycle). The shocker was used for 915 sec at 90 V and for 1736 sec at 100 V on the first pass. A 6 ft x 20 ft x 1/8 inch mesh bag seine was used on the second pass (3 hauls). One LR24 backpack electroshocker was used for the third pass (60 Hz, 15% duty cycle, 90 V) for 1767 sec.",NO
NULL,THREE-PASS REMOVAL,31461,PURGATOIRE R #1,10/20/09,S of Higbee off Hwy 109 (SER # 27),4170,13S,637930,4180460,,,637924,4180476,Arkansas,500,28.25,AR2941,Random,25023,Updated protocol for 2-pass removal; parse electro efforts,"An LR24 backpack electroshocker (60 Hz, 15% duty cycle, 145 V) was used on the first (3199 sec) and third (1080 sec) passes. A 6 ft x 20 ft x 1/8 inch mesh bag seine was used on the second pass (6 hauls). ",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,10/23/09,Unnamed Creek - CO RD 3H  SER #35,5409,13S,612873,4350621,Exclude,Dry,612873,4350621,Arkansas,NULL,NULL,AR2951,Random,27101,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,TWO-PASS REMOVAL,33990,UNMANAGED STM AR MJ DRAIN,11/10/09,Runyon Lake Outlet - ABV Pedestrian Bridge On Outlet,4641,13,535327,4234067,,,535327,4234067,Arkansas,50,22,AR2531,NULL,24957,No gear/effort,NULL,NO
NULL,NULL,33201,BIG SANDY CREEK,11/13/09,ABV Calhan Hwy,6305,13,561095,4326213,,,561085,4326233,Arkansas,140,NULL,AR0309,NULL,24281,"1st pass via LR24 BPEF, 2nd pass via seine (2 hauls), 3rd & 4th passes via seine (3 hauls); No Station Width","UTMs were taken from random site spreadsheet and not at the exact point sampled in the field. No random site number was given, only a SE record site #1158. An LR24 backpack electroshocker was used on the first pass (60 Hz, 15% duty cycle, 165 V) for 1563 seconds. The second, third, and fourth passes were conducted with a 6 ft x 20 ft x 1/8 in mesh bag seine. Two hauls were used on the second pass and 3 hauls were used on the third and fouth passes. ",NO
NULL,TWO-PASS REMOVAL,29901,GRAPE CREEK #1A,5/19/10,STATION #2: ABV Temple Canyon Road,5785,13S,471536,4251102,,,471536,4251103,Arkansas,460,26.7,AR2771,NULL,25533,No gear/effort,"5 LND collected first pass, 5 second pass.  All LOC collected under 11 cm were stocked 5/14/10 (removed from population estimates).  Four electrode array. Q 50-60 cfs.",NO
NULL,THREE-PASS REMOVAL,33202,BIG SANDY CREEK #1,5/24/10,800 M ABV HWY 196,3561,13S,720897,4222118,,,720897,4222118,Arkansas,500,39.8,AR2882,Random,27096,"Pass 1 & 3 via EF, Pass 2 via seine (unknown # hauls)","Due to high conductivity, electroshocking was not very effective.  Due to emergent vegetation, seining was also not very effective.  Observed larger quantity of fish in the sampling area than what is accounted for in the data.",NO
NULL,NULL,33491,GAGEBY CREEK,5/25/10,2.9 KM BLW Ft Lyon Canal,3920,13,666938,4223404,,,666936,4223405,Arkansas,240,12.8,AR2966,NULL,26412,"Pass 1, 3, 4 via unknown sampling gear (probably EF); Pass 2 via seine (unknown # hauls); No gear/effort",NA,NO
NULL,PRESENCE/ABSENCE,32152,WILD HORSE CREEK,5/25/10,2 KM ABV CO RD 35,3654,13S,752178,4233714,Exclude,Dry,752178,4233714,Arkansas,NULL,NULL,AR2908,NULL,26414,"No Station Length, No Station Width, No gear/effort NO FISH","Random site #126 The creek was dry; however, the landowner stated that there is a spring approximately 3 miles south of the site.",NO
NULL,PRESENCE/ABSENCE,29260,BRACKETT CREEK,6/1/10,ABV Black Squirrel Creek,5981,13S,555328,4299433,,,555328,4299433,Arkansas,NULL,NULL,AR2885,Random,25794,"No Station Length, No Station Width, No gear/effort NO FISH",Random Site #103 ,NO
NULL,PRESENCE/ABSENCE,30051,"HORSE CR, LIT, STEELS FK",6/1/10,200 M ABV Holtwood Rd,5890,13S,581831,4299141,,,581831,4299142,Arkansas,NULL,NULL,AR2895,Random,26603,"No Station Length, No Station Width, No gear/effort NO FISH",Random Site # 109 ,NO
NULL,PRESENCE/ABSENCE,30051,"HORSE CR, LIT, STEELS FK",6/1/10,1.4 KM BLW CO RD 2,5767,13S,584577,4296909,,,584578,4296910,Arkansas,NULL,NULL,AR2896,Random,26705,"No Station Length, No Station Width, No gear/effort NO FISH",Random site #124 ,NO
NULL,PRESENCE/ABSENCE,29224,BLACK SQUIRREL CREEK,6/1/10,ABV Big Springs Creek,5841,13S,556114,4294098,,,556173,4294090,Arkansas,NULL,NULL,AR2883,NULL,27097,Changed to Station AR2883 from AR2958,Random Site #114 ,NO
NULL,PRESENCE/ABSENCE,29224,BLACK SQUIRREL CREEK,6/1/10,~4000' S of Squirrel Creek Rd & Ellicott Hwy,5542,13S,553458,4281760,,,553458,4281761,Arkansas,NULL,NULL,AR2959,Random,27373,"No Station Length, No Station Width, No gear/effort NO FISH",Random sit # 107 Stream bed was covered in grass.,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/10/10,Unnamed Trib to Doss Canyon - 2 KM ABV Doss Canyon @ Spring,5155,13N,608549,4138085,Exclude,Different protocol,608538,4138097,Arkansas,NULL,NULL,AR2889,NULL,26081,"No Station Length, No Station Width, No gear/effort",Pool = Swim seine used due to the depth (60'x24') for biolblitz.  This is not an inventory site so standard sampling method modified.  Goal was just general species inventory.,NO
NULL,PRESENCE/ABSENCE,33465,CHACUACO CREEK,6/11/10,2 KM BLW Water Canyon,4748,13,618346,4140474,,,618346,4140473,Arkansas,50,NULL,AR2886,NULL,26155,NULL,"An additional SNF was observed but not caught. Pool = no flow (29'x177'), swim seine, 2 hauls - difficult conditions, 8' depth throughout the majority of the pool, CNHP Bioblitz",NO
NULL,OTHER,33201,BIG SANDY CREEK,6/14/10,150 M BLW Ramah Reservoir,6162,13,568729,4327990,Exclude,ARD geneticsÄ didn't follow same protocols,568720,4328015,Arkansas,NULL,NULL,AR0106,NULL,39231,NA,Data from ARD Genetics Research Project,NO
NULL,OTHER,32778,FOUNTAIN CREEK #2,6/15/10,ABV Pinon Rd,4993,13,535464,4254691,Exclude,ARD geneticsÄ didn't follow same protocols,535464,4254691,Arkansas,NULL,NULL,AR0147,NULL,39235,NA,Data from ARD Genetics Research Project,NO
NULL,PRESENCE/ABSENCE,28983,ARKANSAS R #4,6/17/10,BLW HWY 115,5096,13,494015,4249072,,,494016,4249074,Arkansas,280,14,AR1685,NULL,26431,NA,Revisited on 6/21/2010,NO
NULL,THREE-PASS REMOVAL,32780,FOUNTAIN CREEK #3,6/18/10,BLW Cimmaron Bridge Diversion,5950,13S,514396,4297558,,,514396,4297558,Arkansas,500,56.3,AR2891,Random,27937,Pass 1 & 3 via unknown sampling gear (probably EF); Pass 2 via seine (unknown # hauls); No gear/effort,Pass 1 & 3 via unknown sampling gear (probably EF); Pass 2 via seine (unknown # hauls),NO
NULL,PRESENCE/ABSENCE,28983,ARKANSAS R #4,6/21/10,BLW HWY 115,5096,13,494015,4249072,,,494016,4249074,Arkansas,NULL,NULL,AR1685,NULL,30597,Rebuilt query to match orphaned SampleF records,NULL,NO
NULL,TWO-PASS REMOVAL,29402,CHICO CREEK,6/24/10,800 M BLW D O T Rd,4693,13,553809,4245486,,,553786,4245501,Arkansas,180,18,AR0149,NULL,26602,No gear/effort,Length was modified because the habitat only consisted of two pools.  Unable to seine due to extensive vegetation and debris.,NO
NULL,THREE-PASS REMOVAL,33338,GREENHORN CREEK #1,6/28/10,ABV I-25,5653,13,517261,4200302,,,517261,4200302,Arkansas,150,7.8,AR0077,NULL,27938,"Pass 1 & 3 via unknown gears, pass 2 via seine (unknown # hauls); No gear/effort",NA,NO
NULL,THREE-PASS REMOVAL,33338,GREENHORN CREEK #1,6/28/10,BLW I-25,5642,13S,517607,4200256,,,517607,4200256,Arkansas,150,6.6,AR2894,NULL,27939,"Pass 1 & 3 via unknown gear (probably EF), Pass 2 via seine (unknown # hauls); No gear/effort",NA,NO
NULL,PRESENCE/ABSENCE,33338,GREENHORN CREEK #1,6/28/10,BLW I-25,5642,13S,517607,4200256,,,517607,4200256,Arkansas,150,6.6,AR2894,NULL,28749,NA,NA,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,7/6/10,Unnamed trib. To Williams Creek -Pond Drain ABV Williams Creek S of Hanover Road,5263,13S,532108,4268916,,,532101,4268926,Arkansas,260,NULL,AR2906,NULL,26413,"No Station Width, No gear/effort",Only able to sample with dip nets. Sampled length between two culverts using dip nets only due to extensive mud. The area was too dry for BPEF or seining.,NO
NULL,CPUE,33617,WILLIAMS CREEK,7/7/10,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,,,532219,4268910,Arkansas,NULL,NULL,AR2909,NULL,25889,"No Station Length, No Station Width",8 minnow traps were set for two 24 hours periods.UTM taken at trap 6 = most successful trap.,NO
NULL,PRESENCE/ABSENCE,30052,Horse Creek,7/17/10,1.5 KM ABV CO RD 10,5623,13,591836,4306990,,,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,NULL,25998,"No WaterCode, No gear/effort","Water code could not be found.  All fish species encountered were identified and enumerated, but only ARD were measured",NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,7/20/10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,,,537524,4227155,Arkansas,306,NULL,AR2901,NULL,26605,"No Station Width, No gear/effort",Unable to seine due to shallow depth of run and extensive debris in pool.,NO
NULL,NULL,28966,ARKANSAS R #2A,7/21/10,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,,,618165,4210515,Arkansas,500,NULL,AR2881,NULL,27122,"Status 1, 3, 4 sampled via EF; Status=2 sampled via seine; No Station Width","The water was extremely turbid; therefore, making it difficult to see fish.",NO
NULL,PRESENCE/ABSENCE,29581,CUCHARAS RIVER #1,7/29/10,300 M ABV Huerfano River,5124,13S,540959,4196395,,,540959,4196395,Arkansas,350,17.5,AR2888,NULL,27936,NULL,NA,NO
NULL,OTHER,33566,RUSH CREEK,8/4/10,ABV CO RD S,4594,13,649489,4288608,Exclude,ARD geneticsÄ didn't follow same protocols,649489,4288608,Arkansas,NULL,NULL,AR0099,NULL,39240,NULL,Data from ARD Genetics Project,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,8/20/10,ABV CO RD 9 (FC-04),5836,13,480712,4265473,,,480712,4265473,Arkansas,306,18,AR2257,NULL,25060,No gear/effort,Two backpack shockers used.,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,8/20/10,BLW Grandview Ave Bridge,5263,13S,483312,4254502,,,483312,4254502,Arkansas,270,18.7,AR2768,NULL,25121,No gear/effort,Two backpack shockers used.,NO
NULL,TWO-PASS REMOVAL,31475,"ST CHARLES R, NORTH",8/20/10,3.3 KM ABV St Charles River,5817,13S,507861,4213112,,,507862,4213112,Arkansas,280,14,AR2973,Random,25795,No gear/effort,NA,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,8/20/10,300 M ABV Wilson Creek (#4),5552,13,481872,4261934,,,481872,4261934,Arkansas,520,14,AR0412,NULL,26818,No gear/effort,Two backpack shockers used.,NO
NULL,OTHER,33386,VISTA DEL RIO DITCH,8/23/10,400 M ABV HWY 50 Near Lamar,3639,13,705218,4220790,,,705218,4220791,Arkansas,NULL,NULL,AR0428,NULL,39274,NULL,@ Sportsman's RV Park,NO
NULL,OTHER,32152,WILD HORSE CREEK,8/24/10,Wild Horse Creek-Downstream of Prowers Co Rd LL Bridge,3500,13s,750753,4223447,Exclude,ARD geneticsÄ didn't follow same protocols,750753,4223447,Arkansas,NULL,NULL,AR2992,NA,39275,NULL,Data from ARD Genetics Research Project,NO
NULL,OTHER,33384,WEST MAY  VALLEY DITCH,8/25/10,225 M BLW LL Rd (EMAP 01-0817),3638,13,709523,4222566,Exclude,ARD geneticsÄ didn't follow same protocols,709512,4222564,Arkansas,NULL,NULL,AR1665,NULL,39280,NULL,Data from ARD Genetics Research Project,NO
NULL,PRESENCE/ABSENCE,31724,WIDOW WOMAN CANYON,8/26/10,(WWC-0.8),6422,13N,528304,4108159,,,528304,4108159,Arkansas,361,5.3,AR2851,NULL,25780,No gear/effort NO FISH,Bottom of site at shale outcropping (pool). Shocked US past large rock (5'X5') to clump of willows. NO FISH.,NO
NULL,PRESENCE/ABSENCE,29321,BURRO CANYON,8/27/10,400 M ABV HWY 12 (BUR-0.4),6326,13N,531056,4109089,,,531056,4109089,Arkansas,276,8.3,AR2830,NULL,25726,No gear/effort,"Started shocking at bottom run near telephone pole, stopped at fence line. 1 Pass",NO
